,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
58,0.278,0.00149,0,-30.191,1,0.0509,0.994,0.951,0.11,0.173,66.73,audio_features,0tZfPF6fHTz6oHKS3rHgBB,spotify:track:0tZfPF6fHTz6oHKS3rHgBB,https://api.spotify.com/v1/tracks/0tZfPF6fHTz6oHKS3rHgBB,https://api.spotify.com/v1/audio-analysis/0tZfPF6fHTz6oHKS3rHgBB,150000,5,Piano Mantra At 432 Hz Capitulum IV
59,0.523,0.0308,0,-25.223,0,0.0777,0.992,0.955,0.105,0.112,72.642,audio_features,4sKDdeCwy7XPYt1kokcvmB,spotify:track:4sKDdeCwy7XPYt1kokcvmB,https://api.spotify.com/v1/tracks/4sKDdeCwy7XPYt1kokcvmB,https://api.spotify.com/v1/audio-analysis/4sKDdeCwy7XPYt1kokcvmB,151797,3,Valse Germaine
60,0.334,0.0512,10,-19.13,0,0.0492,0.993,0.903,0.111,0.151,128.628,audio_features,79FhCaNzIemK2DSibOmErj,spotify:track:79FhCaNzIemK2DSibOmErj,https://api.spotify.com/v1/tracks/79FhCaNzIemK2DSibOmErj,https://api.spotify.com/v1/audio-analysis/79FhCaNzIemK2DSibOmErj,150086,4,Dream
61,0.505,0.0692,0,-24.601,1,0.0505,0.993,0.889,0.107,0.18,74.847,audio_features,6718WRgJeyaMF7G7SZF9Su,spotify:track:6718WRgJeyaMF7G7SZF9Su,https://api.spotify.com/v1/tracks/6718WRgJeyaMF7G7SZF9Su,https://api.spotify.com/v1/audio-analysis/6718WRgJeyaMF7G7SZF9Su,144928,4,Ensamhet
62,0.182,0.0536,0,-15.681,0,0.0386,0.985,0.93,0.114,0.0403,80.459,audio_features,1VeVjPVQiKQmGk2sV83lQp,spotify:track:1VeVjPVQiKQmGk2sV83lQp,https://api.spotify.com/v1/tracks/1VeVjPVQiKQmGk2sV83lQp,https://api.spotify.com/v1/audio-analysis/1VeVjPVQiKQmGk2sV83lQp,168634,1,"Preludes, Op. 28: No. 4, Largo"
63,0.103,0.114,10,-20.098,1,0.0456,0.931,0.787,0.141,0.0488,89.754,audio_features,35bfCo1peMNIjrsrMPm7Aw,spotify:track:35bfCo1peMNIjrsrMPm7Aw,https://api.spotify.com/v1/tracks/35bfCo1peMNIjrsrMPm7Aw,https://api.spotify.com/v1/audio-analysis/35bfCo1peMNIjrsrMPm7Aw,326787,4,Vladimir Martynov: The Beatitudes
64,0.282,0.161,10,-26.923,1,0.0712,0.993,0.876,0.0738,0.243,171.333,audio_features,66M6mxwGxOjUQJyPBeSXBU,spotify:track:66M6mxwGxOjUQJyPBeSXBU,https://api.spotify.com/v1/tracks/66M6mxwGxOjUQJyPBeSXBU,https://api.spotify.com/v1/audio-analysis/66M6mxwGxOjUQJyPBeSXBU,289237,3,Berlin
65,0.281,0.0422,2,-23.163,0,0.0347,0.994,0.942,0.0744,0.0579,78.412,audio_features,55NXU6KkO9PkYE94vINvWH,spotify:track:55NXU6KkO9PkYE94vINvWH,https://api.spotify.com/v1/tracks/55NXU6KkO9PkYE94vINvWH,https://api.spotify.com/v1/audio-analysis/55NXU6KkO9PkYE94vINvWH,265707,4,Montero: Beyond Bach:
66,0.439,0.0359,10,-27.508,1,0.0577,0.996,0.94,0.107,0.0775,107.353,audio_features,14sKAbkXofaqoVmEP52Ire,spotify:track:14sKAbkXofaqoVmEP52Ire,https://api.spotify.com/v1/tracks/14sKAbkXofaqoVmEP52Ire,https://api.spotify.com/v1/audio-analysis/14sKAbkXofaqoVmEP52Ire,152138,4,Nocturne
67,0.419,0.0334,5,-22.151,0,0.0441,0.977,0.895,0.0776,0.0391,111.273,audio_features,3AdRM4QJ1MkUlXqlclvQgZ,spotify:track:3AdRM4QJ1MkUlXqlclvQgZ,https://api.spotify.com/v1/tracks/3AdRM4QJ1MkUlXqlclvQgZ,https://api.spotify.com/v1/audio-analysis/3AdRM4QJ1MkUlXqlclvQgZ,247400,4,LA
68,0.391,0.00688,0,-29.444,1,0.0372,0.995,0.898,0.138,0.252,103.481,audio_features,2dIDXV4Hz9HSfaSchwMlRk,spotify:track:2dIDXV4Hz9HSfaSchwMlRk,https://api.spotify.com/v1/tracks/2dIDXV4Hz9HSfaSchwMlRk,https://api.spotify.com/v1/audio-analysis/2dIDXV4Hz9HSfaSchwMlRk,68581,4,Eva's Bucketlist
